Date;Average temperature (°F);Average humidity (%);Average dewpoint (°F);Average barometer (in);Average windspeed (mph);Average gustspeed (mph);Average direction (°deg);Rainfall for month (in);Rainfall for year (in);Maximum rain per minute;Maximum temperature (°F);Minimum temperature (°F);Maximum humidity (%);Minimum humidity (%);Maximum pressure;Minimum pressure;Maximum windspeed (mph);Maximum gust speed (mph);Maximum heat index (°F);Date1;Month;diff_pressure
5/08/2009;620;560;446;299;74;85;230;3;824;0;781;436;890;240;30123;29792;150;200;789;5/08/2009;8;3,31E+15
6/08/2009;612;730;507;298;98;105;0;3;824;0;805;501;930;270;29876;29647;161;220;794;6/08/2009;8;2,29E+16
7/08/2009;652;480;413;296;84;245;3190;3;824;0;803;480;940;130;29686;29397;253;2550;789;7/08/2009;8;2,89E+15
8/08/2009;636;300;290;296;56;559;3210;3;824;0;730;448;620;110;29783;29314;219;2550;777;8/08/2009;8;4,69E+15
9/08/2009;580;530;392;299;61;75;3500;3;824;0;737;419;790;170;29968;2975;219;260;791;9/08/2009;8;2,18E+16
10/08/2009;605;570;432;300;43;53;260;3;824;0;726;455;910;200;30047;29869;115;170;789;10/08/2009;8;1,78E+16
11/08/2009;611;410;337;300;56;64;60;3;824;0;790;396;760;140;30152;29912;150;210;780;11/08/2009;8;2,4E+14
12/08/2009;645;310;279;299;60;75;3400;3;824;0;847;413;640;90;30067;29789;184;250;817;12/08/2009;8;2,78E+15
13/08/2009;631;350;334;298;21;29;360;3;824;0;814;436;620;150;29934;29653;115;170;793;13/08/2009;8;2,81E+16
14/08/2009;623;530;445;297;16;20;80;36;83;0;689;558;820;380;29787;29586;115;220;791;14/08/2009;8;2,01E+15
15/08/2009;612;410;369;297;60;71;3100;37;831;0;732;511;580;220;29771;29555;219;320;790;15/08/2009;8;2,16E+16
16/08/2009;548;480;345;299;56;72;200;37;831;0;694;411;650;170;29936;29752;219;300;784;16/08/2009;8;1,84E+16
17/08/2009;517;670;398;300;33;43;360;4;834;0;678;346;890;310;30143;29915;173;210;788;17/08/2009;8;2,28E+16
18/08/2009;563;530;353;299;55;65;3550;4;834;0;717;382;930;190;30107;29695;184;260;791;18/08/2009;8;4,12E+16
19/08/2009;601;360;311;297;84;106;3370;4;834;0;739;403;640;200;29812;29654;184;260;787;19/08/2009;8;1,58E+16
20/08/2009;606;500;398;299;57;70;210;4;834;0;772;411;850;240;29988;29781;161;220;790;20/08/2009;8;2,07E+16
21/08/2009;611;460;366;300;47;61;340;4;834;0;799;383;860;200;3008;29884;138;250;786;21/08/2009;8;1,96E+16
22/08/2009;662;380;341;298;34;43;190;4;834;0;872;426;760;110;29985;29695;150;200;836;22/08/2009;8;2,9E+16
23/08/2009;680;360;381;296;55;66;3400;4;834;0;843;525;560;150;29791;29525;161;220;814;23/08/2009;8;2,66E+15
24/08/2009;656;430;410;297;53;69;2900;42;836;0;751;547;860;230;29857;2955;184;240;791;24/08/2009;8;3,07E+15
25/08/2009;564;780;490;299;35;42;140;73;867;0;721;462;940;430;30016;29824;161;210;783;25/08/2009;8;1,92E+16
26/08/2009;543;690;430;301;44;50;3500;76;87;0;725;423;940;270;302;29932;115;210;788;26/08/2009;8;2,68E+15
27/08/2009;592;480;342;301;59;66;100;76;87;0;785;388;920;150;30227;3004;196;260;787;27/08/2009;8;1,87E+16
28/08/2009;586;490;375;301;38;49;310;76;87;0;767;392;820;260;30242;30037;207;250;789;28/08/2009;8;2,05E+16
29/08/2009;561;600;406;300;27;37;270;76;87;0;732;395;870;250;30101;299;173;260;791;29/08/2009;8;2,01E+15
30/08/2009;541;720;446;300;24;31;350;82;876;0;674;406;930;470;30028;29862;173;250;790;30/08/2009;8;1,66E+16
31/08/2009;601;540;388;299;35;49;2810;82;876;0;796;425;870;160;29996;29744;219;320;787;31/08/2009;8;2,52E+15
1/09/2009;639;400;299;300;55;810;3550;0;877;0;798;389;890;110;30194;29684;161;2550;791;1/09/2009;9;5,1E+14
2/09/2009;640;290;293;300;62;1252;20;0;877;0;786;452;490;120;30233;29859;207;2550;783;2/09/2009;9;3,74E+15
3/09/2009;636;440;393;300;42;2213;40;2;879;0;746;406;770;210;30284;29687;104;2550;775;3/09/2009;9;5,97E+15
4/09/2009;568;590;420;300;45;1591;50;3;88;0;766;376;840;200;30269;29597;161;2550;784;4/09/2009;9;6,72E+14
5/09/2009;622;440;374;300;73;1439;80;3;88;0;765;373;830;210;30263;29636;138;2550;778;5/09/2009;9;6,27E+15
6/09/2009;625;520;427;298;78;1847;3570;5;882;0;698;495;720;270;30013;29629;161;2550;788;6/09/2009;9;3,84E+16
7/09/2009;646;440;390;298;47;1386;3600;5;882;0;799;428;910;200;30067;29474;196;2550;786;7/09/2009;9;593
8/09/2009;689;230;289;297;55;1863;3490;5;882;0;791;433;280;160;29992;29444;196;2550;779;8/09/2009;9;5,48E+15
9/09/2009;623;560;420;299;30;1097;80;8;885;0;763;441;910;170;30178;29632;138;2550;790;9/09/2009;9;5,46E+15
10/09/2009;621;460;329;300;14;1238;90;8;885;0;777;398;900;150;30256;29695;81;2550;781;10/09/2009;9;5,61E+15
11/09/2009;568;420;318;300;30;871;200;8;885;0;716;393;720;170;30376;29683;115;2550;773;11/09/2009;9;6,93E+15
12/09/2009;421;750;346;301;5;316;180;17;894;0;468;386;920;550;30164;30059;58;2550;468;12/09/2009;9;1,05E+16
13/09/2009;503;700;393;300;46;855;3490;2;897;0;737;350;940;250;30181;29744;207;2550;791;13/09/2009;9;4,37E+16
14/09/2009;597;530;410;298;10;451;3470;2;897;0;721;413;880;280;29969;29726;115;2550;791;14/09/2009;9;2,43E+15
15/09/2009;579;550;409;299;4;399;80;2;897;0;703;446;800;340;30101;29778;104;2550;791;15/09/2009;9;3,23E+15
16/09/2009;530;710;429;301;4;670;190;2;897;0;643;426;910;510;3022;30011;81;2550;643;16/09/2009;9;2,09E+16
17/09/2009;533;640;394;301;3;341;110;2;897;0;689;395;930;340;30246;29979;81;2550;789;17/09/2009;9;2,67E+16
18/09/2009;524;590;358;301;11;495;440;2;897;0;689;346;920;320;30181;29991;127;2550;787;18/09/2009;9;1,9E+16
19/09/2009;521;520;312;300;38;322;320;2;897;0;731;334;830;160;30193;29797;173;2550;769;19/09/2009;9;3,96E+15
20/09/2009;540;480;334;297;112;158;3380;2;897;0;703;422;730;250;29842;29506;276;2550;783;20/09/2009;9;3,36E+15
21/09/2009;400;670;292;301;92;105;160;45;922;0;465;329;920;380;30378;29805;230;260;465;21/09/2009;9;5,73E+15
22/09/2009;394;510;225;303;96;103;3520;45;922;0;451;329;730;400;3037;30213;196;240;451;22/09/2009;9;1,57E+16
23/09/2009;425;550;262;302;105;117;90;46;923;0;504;322;900;270;30292;3018;196;320;504;23/09/2009;9;1,12E+16
24/09/2009;404;740;318;302;29;36;120;52;929;0;539;303;920;380;30302;30043;138;180;539;24/09/2009;9;2,59E+16
25/09/2009;458;680;345;300;46;54;200;52;929;0;615;353;920;240;30177;29946;184;280;615;25/09/2009;9;2,31E+15
26/09/2009;624;230;223;299;95;119;3400;52;929;0;754;458;400;140;30115;29617;230;310;756;26/09/2009;9;4,98E+16
27/09/2009;613;260;229;297;105;125;3490;52;929;0;754;384;670;120;30008;29549;230;320;757;27/09/2009;9;4,59E+16
28/09/2009;448;570;284;301;40;48;250;52;929;0;635;269;880;270;30295;29966;104;130;635;28/09/2009;9;3,29E+15
29/09/2009;591;320;224;298;97;117;3310;52;929;0;772;338;810;100;29982;29556;219;350;761;29/09/2009;9;4,26E+15
30/09/2009;522;400;272;295;167;186;3470;56;933;0;665;352;700;210;29678;29344;265;380;759;30/09/2009;9;3,34E+16
1/10/2009;350;370;108;300;151;178;3370;0;933;0;409;294;520;270;30085;29589;345;440;409;1/10/2009;10;4,96E+15
2/10/2009;416;260;74;300;100;124;3390;0;933;0;567;284;450;100;30039;2984;299;440;567;2/10/2009;10;1,99E+16
3/10/2009;386;450;166;299;42;61;230;0;933;0;586;200;780;190;30055;29707;138;2550;586;3/10/2009;10;3,48E+14
4/10/2009;363;770;290;298;28;43;820;14;947;0;506;264;930;430;29885;29574;150;200;506;4/10/2009;10;3,11E+16
5/10/2009;387;660;274;297;76;113;3050;18;951;0;462;328;940;360;29946;29568;219;310;462;5/10/2009;10;3,78E+15
6/10/2009;413;300;111;300;128;190;3060;18;951;0;522;312;470;170;30068;29846;253;390;522;6/10/2009;10;2,22E+15
7/10/2009;499;290;175;297;84;122;2920;18;951;0;632;427;550;170;29874;29587;230;320;632;7/10/2009;10;2,87E+16
8/10/2009;292;830;244;300;38;86;1010;29;962;0;435;225;910;470;30161;29676;127;2550;435;8/10/2009;10;4,85E+14
9/10/2009;313;770;246;301;52;129;740;33;966;0;438;152;910;450;30284;29934;150;2550;438;9/10/2009;10;3,5E+16
10/10/2009;174;800;123;303;36;55;970;37;97;0;285;97;870;690;30378;30215;115;160;320;10/10/2009;10;1,63E+16
11/10/2009;290;770;222;300;50;78;160;42;975;0;504;159;920;410;30239;29704;207;320;504;11/10/2009;10;5,35E+15
12/10/2009;404;690;292;298;39;60;740;47;98;0;566;287;930;240;30001;29674;161;200;566;12/10/2009;10;3,27E+16
13/10/2009;408;660;280;299;40;117;3120;47;98;0;567;285;940;300;3003;29821;219;2550;567;13/10/2009;10;2,09E+16
14/10/2009;490;510;311;298;131;193;3040;47;98;0;579;327;800;300;29895;29587;253;430;579;14/10/2009;10;3,08E+16
15/10/2009;468;490;279;300;92;138;3050;48;981;0;549;412;790;270;30144;29816;265;390;549;15/10/2009;10;3,28E+15
16/10/2009;447;510;257;302;30;81;3580;48;981;0;596;283;860;190;30429;3007;150;2550;596;16/10/2009;10;3,59E+15
17/10/2009;412;570;235;303;17;87;810;48;981;0;637;216;910;210;30563;29923;104;2550;637;17/10/2009;10;6,4E+15
18/10/2009;579;250;212;299;86;155;3090;48;981;0;689;440;410;160;30092;29723;299;2550;735;18/10/2009;10;3,69E+15
19/10/2009;523;400;269;297;48;74;2960;48;981;0;658;360;710;180;29798;29537;219;300;741;19/10/2009;10;2,61E+16
20/10/2009;377;750;298;298;31;133;900;61;994;0;567;263;930;330;30094;29689;138;2550;567;20/10/2009;10;4,05E+16
21/10/2009;320;890;292;301;19;61;930;64;997;0;372;285;930;770;3017;29923;69;2550;372;21/10/2009;10;2,47E+16
22/10/2009;358;650;233;301;18;90;520;65;998;0;504;216;920;280;30225;29921;115;2550;504;22/10/2009;10;3,04E+16
23/10/2009;424;410;187;299;84;131;3140;65;998;0;522;312;680;230;30009;29694;230;350;522;23/10/2009;10;3,15E+15
24/10/2009;441;470;245;297;143;215;3040;7;1003;0;520;358;870;270;29791;29533;311;490;520;24/10/2009;10;2,58E+15
25/10/2009;302;730;221;301;45;170;630;7;1003;0;372;172;890;330;30466;29791;207;2550;372;25/10/2009;10;6,75E+15
26/10/2009;327;400;72;302;105;151;3040;7;1003;0;458;100;840;140;3051;29723;276;380;458;26/10/2009;10;7,87E+15
27/10/2009;393;470;163;295;54;83;3150;7;1003;0;510;269;920;190;29739;2925;230;330;510;27/10/2009;10;4,89E+16
28/10/2009;222;840;180;297;21;31;820;7;1003;0;269;164;920;670;29995;29431;161;180;320;28/10/2009;10;5,64E+15
29/10/2009;195;660;96;300;37;61;3080;7;1003;0;261;124;850;470;30063;29857;161;260;320;29/10/2009;10;2,06E+16
30/10/2009;307;490;138;299;222;295;2870;75;1008;0;392;197;560;410;30031;29782;357;490;392;30/10/2009;10;2,49E+16
31/10/2009;440;430;227;300;162;229;3050;77;101;0;553;366;580;260;30125;29894;299;460;553;31/10/2009;10;2,31E+16
1/11/2009;473;390;229;300;123;283;3110;0;1011;0;544;372;590;270;3013;29879;299;2550;544;1/11/2009;11;2,51E+16
2/11/2009;388;600;255;302;48;481;580;0;1011;0;504;306;860;310;30409;30072;161;2550;504;2/11/2009;11;3,37E+16
3/11/2009;481;300;161;301;116;909;3300;0;1011;0;580;341;630;130;30236;29905;299;2550;580;3/11/2009;11;3,31E+15
4/11/2009;460;390;155;302;48;88;3260;0;1011;0;655;238;820;110;30438;29983;207;2550;700;4/11/2009;11;4,55E+15
5/11/2009;561;170;108;299;108;301;3100;0;1011;0;653;441;340;100;30102;29783;253;2550;707;5/11/2009;11;3,19E+16
6/11/2009;551;210;146;297;106;152;3040;0;1011;0;627;473;950;110;29854;29587;345;460;627;6/11/2009;11;2,67E+16
7/11/2009;514;260;166;297;75;288;3050;0;1011;0;631;376;400;110;2988;29562;230;2550;631;7/11/2009;11;3,18E+16
8/11/2009;459;370;196;299;52;170;2940;0;1011;0;535;378;640;190;3016;29615;161;2550;535;8/11/2009;11;5,45E+15
9/11/2009;352;580;211;303;16;55;690;0;1011;0;513;245;800;330;30513;30091;115;2550;513;9/11/2009;11;4,22E+15
10/11/2009;382;470;152;303;44;65;3080;0;1011;0;578;210;830;160;30548;30071;219;300;578;10/11/2009;11;4,77E+16
11/11/2009;501;270;170;300;83;115;2990;0;1011;0;610;389;430;170;3027;29661;242;320;610;11/11/2009;11;6,09E+15
12/11/2009;520;290;203;295;131;240;3060;0;1011;0;581;456;480;220;29661;29359;311;2550;581;12/11/2009;11;3,02E+15
13/11/2009;329;790;269;296;47;329;410;3;1014;0;443;230;920;450;29878;29404;242;2550;443;13/11/2009;11;4,74E+15
14/11/2009;257;850;217;300;30;928;580;6;1017;0;363;219;900;670;30069;29861;104;2550;363;14/11/2009;11;2,08E+15
15/11/2009;196;830;152;303;14;320;890;32;1043;0;290;37;890;650;30625;30057;92;2550;320;15/11/2009;11;5,68E+15
16/11/2009;192;720;111;306;5;78;3540;37;1048;0;428;-4;880;400;30779;30386;69;2550;428;16/11/2009;11;3,93E+15
17/11/2009;288;690;180;303;5;38;510;38;1049;0;539;135;890;270;30558;30076;46;2550;539;17/11/2009;11;4,82E+15
18/11/2009;357;480;129;300;54;77;3150;38;1049;0;542;152;880;160;30256;29771;196;260;542;18/11/2009;11;4,85E+16
19/11/2009;327;530;161;301;20;62;750;38;1049;0;452;178;850;260;30371;29735;115;2550;452;19/11/2009;11;6,36E+15
20/11/2009;304;470;75;302;22;37;3150;38;1049;0;523;135;860;100;3049;29658;242;350;523;20/11/2009;11;8,32E+15
21/11/2009;427;250;51;297;115;160;3020;38;1049;0;489;282;780;90;29903;2951;322;470;489;21/11/2009;11;3,93E+16
22/11/2009;356;360;87;299;105;235;3080;38;1049;0;439;267;790;150;29982;29747;265;2550;439;22/11/2009;11;2,35E+16
23/11/2009;265;400;49;301;128;181;3090;38;1049;0;335;216;780;280;30384;29718;276;390;335;23/11/2009;11;6,66E+15
24/11/2009;326;290;27;303;91;160;3120;38;1049;0;455;156;450;150;30398;30127;219;2550;455;24/11/2009;11;2,71E+15
25/11/2009;397;380;157;302;90;246;3170;38;1049;0;519;282;570;260;3031;30047;207;2550;519;25/11/2009;11;2,63E+15
26/11/2009;464;230;93;301;131;551;3100;38;1049;0;541;337;420;140;30226;29918;265;2550;541;26/11/2009;11;3,08E+16
27/11/2009;473;140;-9;298;124;979;3320;38;1049;0;550;359;230;60;30019;29686;288;2550;550;27/11/2009;11;3,33E+15
28/11/2009;374;430;130;298;43;236;200;38;1049;0;483;260;860;150;30043;29685;127;2550;483;28/11/2009;11;3,58E+16
29/11/2009;276;710;187;302;14;82;740;38;1049;0;398;165;890;360;30403;30041;81;2550;398;29/11/2009;11;3,62E+15
30/11/2009;323;470;88;302;59;205;3120;39;105;0;502;124;850;160;30506;29815;219;2550;502;30/11/2009;11;6,91E+14
1/01/2010;321;490;152;302;146;197;2970;0;0;0;400;221;610;410;3033;30034;345;510;400;1/01/2010;1;2,96E+15
2/01/2010;321;500;155;301;88;122;3060;0;0;0;391;220;770;390;30292;29937;230;350;391;2/01/2010;1;3,55E+15
3/01/2010;231;640;121;304;29;44;210;0;0;0;334;92;850;340;30549;30237;173;240;334;3/01/2010;1;3,12E+16
4/01/2010;257;480;72;304;47;70;3240;0;0;0;365;76;820;250;30585;30107;150;210;365;4/01/2010;1;4,78E+16
5/01/2010;343;510;178;300;142;185;3000;0;0;0;401;284;600;430;30173;29897;345;430;401;5/01/2010;1;2,76E+15
6/01/2010;184;680;93;301;68;96;1470;0;0;0;363;-22;790;500;30666;29804;207;300;363;6/01/2010;1;8,62E+15
7/01/2010;14;630;-86;307;23;38;670;0;0;0;159;-105;750;490;30868;30648;92;130;320;7/01/2010;1;2,2E+16
8/01/2010;235;240;-114;305;69;103;3150;0;0;0;382;-70;670;130;30743;30146;196;290;382;8/01/2010;1;5,97E+15
9/01/2010;377;180;-29;302;87;125;3120;0;0;0;504;280;320;130;303;30065;288;360;504;9/01/2010;1;2,35E+16
10/01/2010;303;360;41;304;15;27;370;0;0;0;494;162;660;140;306;30161;92;120;494;10/01/2010;1;4,39E+16
11/01/2010;242;530;63;306;8;15;400;0;0;0;516;63;800;140;30789;30393;69;80;516;11/01/2010;1;3,96E+15
12/01/2010;402;200;-16;302;78;109;3210;0;0;0;536;116;680;100;30427;29896;196;350;536;12/01/2010;1;5,31E+15
13/01/2010;373;300;66;299;68;96;3050;0;0;0;460;208;630;150;30109;2984;219;290;460;13/01/2010;1;2,69E+15
14/01/2010;246;610;122;303;7;13;3410;0;0;0;420;135;780;300;30493;30088;161;210;420;14/01/2010;1;4,05E+15
15/01/2010;325;370;75;303;64;90;3140;0;0;0;465;177;600;110;30466;29966;173;260;465;15/01/2010;1;5
16/01/2010;423;240;77;299;60;82;3080;0;0;0;537;315;350;150;3014;29781;161;210;537;16/01/2010;1;3,59E+16
17/01/2010;367;470;166;299;38;56;3160;0;0;0;445;218;810;250;29958;29737;150;210;445;17/01/2010;1;2,21E+16
18/01/2010;350;470;153;298;74;108;3160;0;0;0;445;-100;830;200;30174;29671;219;360;445;18/01/2010;1;5,03E+15
19/01/2010;314;560;165;296;73;104;3150;0;0;0;416;238;890;300;29775;29531;219;310;416;19/01/2010;1;2,44E+16
20/01/2010;256;520;101;296;33;50;3360;0;0;0;332;154;680;370;29783;29528;161;300;332;20/01/2010;1;2,55E+16
21/01/2010;295;440;95;296;27;42;3350;0;0;0;418;224;680;220;29765;29401;184;260;418;21/01/2010;1;3,64E+16
22/01/2010;320;450;113;293;82;118;3180;0;0;0;451;216;840;200;29444;29172;230;310;451;22/01/2010;1;2,72E+16
23/01/2010;271;380;45;295;173;238;3110;0;0;0;331;224;530;250;29649;29268;288;430;331;23/01/2010;1;3,81E+15
24/01/2010;239;390;20;298;143;211;3200;0;0;0;301;205;550;240;29936;29594;334;450;320;24/01/2010;1;3,42E+16
25/01/2010;256;350;11;300;133;159;3200;0;0;0;338;-19;570;230;30143;2986;253;330;338;25/01/2010;1;2,83E+16
26/01/2010;281;500;109;300;70;97;3080;0;0;0;419;101;700;270;30278;2981;242;330;419;26/01/2010;1;4,68E+16
27/01/2010;307;580;166;301;62;96;3140;0;0;0;398;203;890;360;3033;29832;207;310;398;27/01/2010;1;4,98E+16
28/01/2010;215;830;172;303;18;28;830;6;6;0;319;146;880;670;30419;30218;104;120;320;28/01/2010;1;2,01E+15
29/01/2010;213;680;111;303;9;16;780;7;7;0;393;54;860;300;30424;30129;69;120;393;29/01/2010;1;2,95E+16
30/01/2010;239;630;111;302;12;21;1220;7;7;0;441;86;850;240;30373;3002;69;120;441;30/01/2010;1;3,53E+16
31/01/2010;259;530;89;300;76;110;3150;7;7;0;373;126;850;270;30122;29837;299;380;373;31/01/2010;1;2,85E+16
1/02/2010;271;430;72;300;133;189;3070;0;7;0;334;238;540;320;30093;29806;334;460;334;1/02/2010;2;2,87E+16
2/02/2010;299;320;14;300;61;86;3130;0;7;0;436;111;590;120;30255;29874;219;300;436;2/02/2010;2;3,81E+15
3/02/2010;306;370;61;300;22;39;280;0;7;0;431;186;640;190;3012;29753;138;160;431;3/02/2010;2;3,67E+15
4/02/2010;290;530;123;298;100;143;3120;2;9;0;365;244;890;250;29883;29711;276;410;365;4/02/2010;2;1,72E+15
5/02/2010;315;420;101;299;76;110;3170;2;9;0;416;219;770;270;30014;29854;265;430;416;5/02/2010;2;1,6E+16
6/02/2010;320;510;151;299;65;89;3170;2;9;0;415;219;750;350;30016;29811;161;250;415;6/02/2010;2;2,05E+15
7/02/2010;222;820;176;300;18;27;840;2;9;0;248;199;880;730;30035;2993;81;120;320;7/02/2010;2;1,05E+16
8/02/2010;152;790;99;302;31;50;1010;2;9;0;200;86;870;700;30353;29989;92;120;320;8/02/2010;2;3,64E+16
9/02/2010;173;530;12;303;63;87;3200;4;11;0;346;-70;790;230;30549;29948;207;300;346;9/02/2010;2;6,01E+15
10/02/2010;275;400;59;299;107;146;3110;4;11;0;346;222;470;320;30031;29873;253;360;346;10/02/2010;2;1,58E+15
11/02/2010;273;390;53;300;99;145;3150;4;11;0;349;194;600;270;30119;2984;242;320;349;11/02/2010;2;2,79E+15
12/02/2010;291;480;117;300;125;179;3070;4;11;0;355;192;630;350;30094;29901;299;400;355;12/02/2010;2;1,93E+15
13/02/2010;304;450;115;300;115;160;3130;4;11;0;366;257;570;330;30079;29859;311;450;366;13/02/2010;2;2,2E+16
14/02/2010;160;630;53;304;33;55;1150;4;11;0;257;34;850;370;30613;30071;127;170;320;14/02/2010;2;5,42E+14
15/02/2010;152;420;-58;305;21;36;1120;4;11;0;324;1;650;160;30672;30382;127;170;324;15/02/2010;2;2,9E+16
16/02/2010;184;520;20;304;29;44;3470;4;11;0;395;-31;780;250;30671;30183;173;260;395;16/02/2010;2;4,88E+16
17/02/2010;301;490;120;301;42;63;3490;4;11;0;418;192;810;270;30261;30024;184;240;418;17/02/2010;2;2,37E+16
18/02/2010;230;810;178;301;25;37;810;4;11;0;370;131;890;510;30198;29934;115;140;370;18/02/2010;2;2,64E+16
19/02/2010;168;810;121;301;18;26;700;15;22;0;266;84;860;690;30206;30023;115;130;320;19/02/2010;2;1,83E+16
20/02/2010;162;820;117;301;17;28;870;19;26;0;233;126;850;730;30109;29978;104;120;320;20/02/2010;2;1,31E+16
21/02/2010;103;800;52;302;13;22;800;19;26;0;195;43;830;700;30284;30073;92;120;320;21/02/2010;2;2,11E+16
22/02/2010;110;700;29;302;20;33;670;32;39;0;239;20;800;410;30443;30103;115;160;320;22/02/2010;2;3,4E+16
23/02/2010;240;400;16;302;112;150;3020;35;42;0;362;41;760;250;30372;30107;230;310;362;23/02/2010;2;2,65E+16
24/02/2010;312;310;38;300;116;164;3050;36;43;0;408;244;500;190;30148;29844;253;350;408;24/02/2010;2;3,04E+15
25/02/2010;280;620;157;300;50;73;3110;37;44;0;347;181;880;360;30255;29791;196;280;347;25/02/2010;2;4,64E+16
26/02/2010;223;540;58;303;52;75;3180;41;48;0;379;58;880;210;30493;30253;196;260;379;26/02/2010;2;2,4E+16
27/02/2010;274;420;52;301;13;23;1240;41;48;0;446;99;690;110;30283;2982;81;130;446;27/02/2010;2;4,63E+16
28/02/2010;258;790;200;299;14;22;330;5;57;0;349;202;890;600;30102;29821;115;140;349;28/02/2010;2;2,81E+15
1/03/2010;261;740;184;302;22;34;530;2;59;0;391;143;900;400;30375;30086;150;220;391;1/03/2010;3;2,89E+15
2/03/2010;278;580;129;302;14;24;910;2;59;0;488;105;860;210;30387;30012;104;140;488;2/03/2010;3;375
3/03/2010;314;560;155;300;45;64;3150;2;59;0;483;154;840;230;3018;29942;184;260;483;3/03/2010;3;2,38E+16
4/03/2010;299;630;179;300;16;29;1910;2;59;0;446;164;830;320;30138;29787;69;2550;446;4/03/2010;3;3,51E+16
5/03/2010;299;590;163;299;101;142;3160;2;59;0;369;200;850;340;29949;29693;242;360;369;5/03/2010;3;2,56E+15
6/03/2010;370;540;208;300;76;116;2910;2;59;0;481;312;870;270;30116;29927;230;350;481;6/03/2010;3;1,89E+16
7/03/2010;380;580;216;299;20;36;1270;2;59;0;528;245;880;150;30081;29612;138;220;528;7/03/2010;3;4,69E+15
8/03/2010;355;610;228;296;25;39;3380;2;59;0;426;301;780;410;29741;29518;150;210;426;8/03/2010;3;2,23E+16
9/03/2010;353;510;175;296;56;82;3180;2;59;0;446;257;860;260;29669;29508;207;260;446;9/03/2010;3;1,61E+16
10/03/2010;264;730;184;296;39;56;510;3;6;0;401;170;880;320;298;29521;196;260;401;10/03/2010;3;2,79E+15
11/03/2010;277;460;84;299;94;133;3070;3;6;0;374;202;790;280;30028;29739;299;390;374;11/03/2010;3;2,89E+15
12/03/2010;362;300;69;300;109;150;3020;3;6;0;515;272;540;170;3006;29866;276;350;515;12/03/2010;3;1,94E+16
13/03/2010;362;420;128;298;28;48;1360;3;6;0;499;210;700;140;29951;29704;161;210;499;13/03/2010;3;2,47E+15
14/03/2010;279;790;221;302;29;48;1130;3;6;0;366;224;900;560;30446;29854;161;210;366;14/03/2010;3;5,92E+15
15/03/2010;312;690;207;305;21;34;1080;6;63;0;460;181;910;380;30624;3035;127;170;460;15/03/2010;3;2,74E+16
16/03/2010;369;460;132;304;18;32;920;6;63;0;576;173;840;110;30597;30278;138;180;576;16/03/2010;3;3,19E+15
17/03/2010;432;300;101;302;26;44;720;6;63;0;607;250;610;90;30355;30043;138;180;607;17/03/2010;3;3,12E+16
18/03/2010;357;510;162;300;43;62;780;6;63;0;548;232;880;120;3006;29808;173;240;548;18/03/2010;3;2,52E+15
19/03/2010;186;850;148;302;51;72;980;6;63;0;267;45;890;800;30618;29905;173;220;320;19/03/2010;3;7,13E+15
20/03/2010;150;520;-22;306;40;63;3240;26;83;0;350;-100;800;240;30826;30301;161;260;350;20/03/2010;3;5,25E+15
21/03/2010;389;240;48;301;95;131;3020;26;83;0;489;256;340;150;30303;29889;207;290;489;21/03/2010;3;4,14E+15
22/03/2010;418;300;109;298;79;113;3090;26;83;0;521;290;640;190;29914;2967;219;310;521;22/03/2010;3;2,44E+16
23/03/2010;294;840;252;300;42;52;390;37;94;0;355;219;910;620;30249;29788;127;170;355;23/03/2010;3;4,61E+15
24/03/2010;259;790;200;303;16;24;1060;68;125;0;350;167;890;540;30371;30207;104;130;350;24/03/2010;3;1,64E+16
25/03/2010;317;470;95;300;67;95;3070;69;126;0;463;107;860;150;30298;29702;242;350;463;25/03/2010;3;5,96E+15
26/03/2010;336;570;187;297;57;85;3430;73;13;0;386;291;880;300;29825;29574;253;410;386;26/03/2010;3;2,51E+16
27/03/2010;325;490;148;301;83;124;3510;73;13;0;412;257;790;290;30318;29825;253;370;412;27/03/2010;3;4,93E+15
